국가,질병명,연도,성별,사망률,국가영문,위도,경도
한국, 간 및 간내 쓸개관,1999,남자,38.9,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,1999,여자,9.3,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,1999,남자,47.6,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,1999,여자,11.1,korea,37.00000000,127.50000000
한국, 유방,1999,여자,4.6,korea,37.00000000,127.50000000
한국,당뇨병,1999,남자,31.7,korea,37.00000000,127.50000000
한국,당뇨병,1999,여자,21.7,korea,37.00000000,127.50000000
한국,순환기계통의 질환,1999,남자,187.8,korea,37.00000000,127.50000000
한국,순환기계통의 질환,1999,여자,124.0,korea,37.00000000,127.50000000
한국, 고혈압성질환,1999,남자,10.7,korea,37.00000000,127.50000000
한국, 고혈압성질환,1999,여자,8.9,korea,37.00000000,127.50000000
한국, 허혈성심질환,1999,남자,30.9,korea,37.00000000,127.50000000
한국, 허혈성심질환,1999,여자,15.6,korea,37.00000000,127.50000000
한국, 뇌혈관질환,1999,남자,111.9,korea,37.00000000,127.50000000
한국, 뇌혈관질환,1999,여자,76.5,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,1999,남자,57.8,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,1999,여자,22.9,korea,37.00000000,127.50000000
한국,소화기계통의 질환,1999,남자,57.3,korea,37.00000000,127.50000000
한국,소화기계통의 질환,1999,여자,16.6,korea,37.00000000,127.50000000
한국, 간질환,1999,남자,43.2,korea,37.00000000,127.50000000
한국, 간질환,1999,여자,8.9,korea,37.00000000,127.50000000
한국,사망의 외부요인,1999,남자,98.0,korea,37.00000000,127.50000000
한국,사망의 외부요인,1999,여자,35.0,korea,37.00000000,127.50000000
한국, 운수사고,1999,남자,40.6,korea,37.00000000,127.50000000
한국, 운수사고,1999,여자,13.9,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),1999,남자,21.8,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),1999,여자,8.4,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2000,남자,23.9,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2000,여자,9.2,korea,37.00000000,127.50000000
한국, 호흡기결핵,2000,남자,15.2,korea,37.00000000,127.50000000
한국, 호흡기결핵,2000,여자,4.1,korea,37.00000000,127.50000000
한국,악성신생물(암),2000,남자,210.7,korea,37.00000000,127.50000000
한국,악성신생물(암),2000,여자,83.7,korea,37.00000000,127.50000000
한국, 위,2000,남자,42.8,korea,37.00000000,127.50000000
한국, 위,2000,여자,16.3,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2000,남자,38.8,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2000,여자,9.5,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2000,남자,51.4,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2000,여자,12.0,korea,37.00000000,127.50000000
한국, 유방,2000,여자,4.5,korea,37.00000000,127.50000000
한국,당뇨병,2000,남자,31.6,korea,37.00000000,127.50000000
한국,당뇨병,2000,여자,21.8,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2000,남자,181.8,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2000,여자,123.4,korea,37.00000000,127.50000000
한국, 고혈압성질환,2000,남자,11.5,korea,37.00000000,127.50000000
한국, 고혈압성질환,2000,여자,10.9,korea,37.00000000,127.50000000
한국, 허혈성심질환,2000,남자,34.0,korea,37.00000000,127.50000000
한국, 허혈성심질환,2000,여자,18.3,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2000,남자,108.3,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2000,여자,74.5,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2000,남자,68.7,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2000,여자,28.8,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2000,남자,55.0,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2000,여자,16.4,korea,37.00000000,127.50000000
한국, 간질환,2000,남자,41.0,korea,37.00000000,127.50000000
한국, 간질환,2000,여자,8.4,korea,37.00000000,127.50000000
한국,사망의 외부요인,2000,남자,91.4,korea,37.00000000,127.50000000
한국,사망의 외부요인,2000,여자,34.1,korea,37.00000000,127.50000000
한국, 운수사고,2000,남자,38.5,korea,37.00000000,127.50000000
한국, 운수사고,2000,여자,13.4,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2000,남자,19.5,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2000,여자,7.7,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2001,남자,21.3,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2001,여자,8.2,korea,37.00000000,127.50000000
한국, 호흡기결핵,2001,남자,13.9,korea,37.00000000,127.50000000
한국, 호흡기결핵,2001,여자,3.8,korea,37.00000000,127.50000000
한국,악성신생물(암),2001,남자,207.1,korea,37.00000000,127.50000000
한국,악성신생물(암),2001,여자,83.1,korea,37.00000000,127.50000000
한국, 위,2001,남자,41.2,korea,37.00000000,127.50000000
한국, 위,2001,여자,15.6,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2001,남자,37.4,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2001,여자,9.6,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2001,남자,51.6,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2001,여자,11.9,korea,37.00000000,127.50000000
한국, 유방,2001,여자,4.6,korea,37.00000000,127.50000000
한국,당뇨병,2001,남자,32.6,korea,37.00000000,127.50000000
한국,당뇨병,2001,여자,22.4,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2001,남자,175.5,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2001,여자,116.7,korea,37.00000000,127.50000000
한국, 고혈압성질환,2001,남자,13.2,korea,37.00000000,127.50000000
한국, 고혈압성질환,2001,여자,12.2,korea,37.00000000,127.50000000
한국, 허혈성심질환,2001,남자,34.0,korea,37.00000000,127.50000000
한국, 허혈성심질환,2001,여자,18.5,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2001,남자,107.8,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2001,여자,71.9,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2001,남자,65.8,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2001,여자,26.6,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2001,남자,51.2,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2001,여자,15.3,korea,37.00000000,127.50000000
한국, 간질환,2001,남자,38.5,korea,37.00000000,127.50000000
한국, 간질환,2001,여자,8.1,korea,37.00000000,127.50000000
한국,사망의 외부요인,2001,남자,89.9,korea,37.00000000,127.50000000
한국,사망의 외부요인,2001,여자,35.0,korea,37.00000000,127.50000000
한국, 운수사고,2001,남자,32.0,korea,37.00000000,127.50000000
한국, 운수사고,2001,여자,10.8,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2001,남자,20.9,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2001,여자,7.9,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2002,남자,21.1,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2002,여자,7.7,korea,37.00000000,127.50000000
한국, 호흡기결핵,2002,남자,14.6,korea,37.00000000,127.50000000
한국, 호흡기결핵,2002,여자,3.7,korea,37.00000000,127.50000000
한국,악성신생물(암),2002,남자,214.0,korea,37.00000000,127.50000000
한국,악성신생물(암),2002,여자,85.2,korea,37.00000000,127.50000000
한국, 위,2002,남자,41.3,korea,37.00000000,127.50000000
한국, 위,2002,여자,15.3,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2002,남자,39.3,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2002,여자,10.1,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2002,남자,51.7,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2002,여자,12.5,korea,37.00000000,127.50000000
한국, 유방,2002,여자,5.0,korea,37.00000000,127.50000000
한국,당뇨병,2002,남자,32.1,korea,37.00000000,127.50000000
한국,당뇨병,2002,여자,23.2,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2002,남자,176.7,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2002,여자,121.5,korea,37.00000000,127.50000000
한국, 고혈압성질환,2002,남자,12.0,korea,37.00000000,127.50000000
한국, 고혈압성질환,2002,여자,13.0,korea,37.00000000,127.50000000
한국, 허혈성심질환,2002,남자,37.4,korea,37.00000000,127.50000000
한국, 허혈성심질환,2002,여자,20.8,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2002,남자,107.3,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2002,여자,73.8,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2002,남자,66.5,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2002,여자,28.1,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2002,남자,48.1,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2002,여자,14.5,korea,37.00000000,127.50000000
한국, 간질환,2002,남자,36.7,korea,37.00000000,127.50000000
한국, 간질환,2002,여자,7.7,korea,37.00000000,127.50000000
한국,사망의 외부요인,2002,남자,87.3,korea,37.00000000,127.50000000
한국,사망의 외부요인,2002,여자,35.9,korea,37.00000000,127.50000000
한국, 운수사고,2002,남자,28.6,korea,37.00000000,127.50000000
한국, 운수사고,2002,여자,10.2,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2002,남자,25.4,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2002,여자,10.0,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2003,남자,18.9,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2003,여자,6.7,korea,37.00000000,127.50000000
한국, 호흡기결핵,2003,남자,13.5,korea,37.00000000,127.50000000
한국, 호흡기결핵,2003,여자,3.8,korea,37.00000000,127.50000000
한국,악성신생물(암),2003,남자,206.4,korea,37.00000000,127.50000000
한국,악성신생물(암),2003,여자,84.2,korea,37.00000000,127.50000000
한국, 위,2003,남자,39.6,korea,37.00000000,127.50000000
한국, 위,2003,여자,14.8,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2003,남자,37.0,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2003,여자,9.9,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2003,남자,50.1,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2003,여자,12.1,korea,37.00000000,127.50000000
한국, 유방,2003,여자,5.1,korea,37.00000000,127.50000000
한국,당뇨병,2003,남자,31.5,korea,37.00000000,127.50000000
한국,당뇨병,2003,여자,21.7,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2003,남자,164.1,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2003,여자,113.8,korea,37.00000000,127.50000000
한국, 고혈압성질환,2003,남자,11.5,korea,37.00000000,127.50000000
한국, 고혈압성질환,2003,여자,12.4,korea,37.00000000,127.50000000
한국, 허혈성심질환,2003,남자,34.4,korea,37.00000000,127.50000000
한국, 허혈성심질환,2003,여자,19.7,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2003,남자,100.2,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2003,여자,69.3,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2003,남자,56.4,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2003,여자,22.8,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2003,남자,42.5,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2003,여자,12.1,korea,37.00000000,127.50000000
한국, 간질환,2003,남자,33.5,korea,37.00000000,127.50000000
한국, 간질환,2003,여자,6.8,korea,37.00000000,127.50000000
한국,사망의 외부요인,2003,남자,93.7,korea,37.00000000,127.50000000
한국,사망의 외부요인,2003,여자,37.6,korea,37.00000000,127.50000000
한국, 운수사고,2003,남자,28.5,korea,37.00000000,127.50000000
한국, 운수사고,2003,여자,9.6,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2003,남자,31.7,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2003,여자,12.4,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2004,남자,17.0,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2004,여자,6.4,korea,37.00000000,127.50000000
한국, 호흡기결핵,2004,남자,11.4,korea,37.00000000,127.50000000
한국, 호흡기결핵,2004,여자,3.1,korea,37.00000000,127.50000000
한국,악성신생물(암),2004,남자,201.4,korea,37.00000000,127.50000000
한국,악성신생물(암),2004,여자,81.2,korea,37.00000000,127.50000000
한국, 위,2004,남자,35.7,korea,37.00000000,127.50000000
한국, 위,2004,여자,13.5,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2004,남자,35.5,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2004,여자,9.3,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2004,남자,50.4,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2004,여자,11.8,korea,37.00000000,127.50000000
한국, 유방,2004,여자,5.2,korea,37.00000000,127.50000000
한국,당뇨병,2004,남자,29.3,korea,37.00000000,127.50000000
한국,당뇨병,2004,여자,20.2,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2004,남자,153.4,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2004,여자,104.5,korea,37.00000000,127.50000000
한국, 고혈압성질환,2004,남자,10.4,korea,37.00000000,127.50000000
한국, 고혈압성질환,2004,여자,11.6,korea,37.00000000,127.50000000
한국, 허혈성심질환,2004,남자,35.8,korea,37.00000000,127.50000000
한국, 허혈성심질환,2004,여자,20.5,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2004,남자,90.3,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2004,여자,61.4,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2004,남자,54.9,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2004,여자,19.4,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2004,남자,38.1,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2004,여자,10.8,korea,37.00000000,127.50000000
한국, 간질환,2004,남자,30.0,korea,37.00000000,127.50000000
한국, 간질환,2004,여자,5.9,korea,37.00000000,127.50000000
한국,사망의 외부요인,2004,남자,89.5,korea,37.00000000,127.50000000
한국,사망의 외부요인,2004,여자,34.5,korea,37.00000000,127.50000000
한국, 운수사고,2004,남자,25.5,korea,37.00000000,127.50000000
한국, 운수사고,2004,여자,8.2,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2004,남자,32.4,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2004,여자,13.0,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2005,남자,16.6,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2005,여자,7.2,korea,37.00000000,127.50000000
한국, 호흡기결핵,2005,남자,10.7,korea,37.00000000,127.50000000
한국, 호흡기결핵,2005,여자,3.2,korea,37.00000000,127.50000000
한국,악성신생물(암),2005,남자,194.8,korea,37.00000000,127.50000000
한국,악성신생물(암),2005,여자,80.5,korea,37.00000000,127.50000000
한국, 위,2005,남자,34.2,korea,37.00000000,127.50000000
한국, 위,2005,여자,12.6,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2005,남자,34.4,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2005,여자,9.0,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2005,남자,49.4,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2005,여자,12.0,korea,37.00000000,127.50000000
한국, 유방,2005,여자,5.4,korea,37.00000000,127.50000000
한국,당뇨병,2005,남자,28.5,korea,37.00000000,127.50000000
한국,당뇨병,2005,여자,19.1,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2005,남자,143.1,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2005,여자,96.1,korea,37.00000000,127.50000000
한국, 고혈압성질환,2005,남자,9.4,korea,37.00000000,127.50000000
한국, 고혈압성질환,2005,여자,9.7,korea,37.00000000,127.50000000
한국, 허혈성심질환,2005,남자,36.0,korea,37.00000000,127.50000000
한국, 허혈성심질환,2005,여자,20.9,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2005,남자,79.2,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2005,여자,53.7,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2005,남자,51.0,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2005,여자,19.4,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2005,남자,33.7,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2005,여자,10.3,korea,37.00000000,127.50000000
한국, 간질환,2005,남자,25.9,korea,37.00000000,127.50000000
한국, 간질환,2005,여자,5.7,korea,37.00000000,127.50000000
한국,사망의 외부요인,2005,남자,87.6,korea,37.00000000,127.50000000
한국,사망의 외부요인,2005,여자,35.3,korea,37.00000000,127.50000000
한국, 운수사고,2005,남자,23.9,korea,37.00000000,127.50000000
한국, 운수사고,2005,여자,7.6,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2005,남자,32.3,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2005,여자,14.2,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2006,남자,15.7,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2006,여자,6.8,korea,37.00000000,127.50000000
한국, 호흡기결핵,2006,남자,9.8,korea,37.00000000,127.50000000
한국, 호흡기결핵,2006,여자,2.9,korea,37.00000000,127.50000000
한국,악성신생물(암),2006,남자,189.9,korea,37.00000000,127.50000000
한국,악성신생물(암),2006,여자,76.5,korea,37.00000000,127.50000000
한국, 위,2006,남자,32.2,korea,37.00000000,127.50000000
한국, 위,2006,여자,11.7,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2006,남자,33.2,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2006,여자,8.6,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2006,남자,49.3,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2006,여자,11.4,korea,37.00000000,127.50000000
한국, 유방,2006,여자,5.3,korea,37.00000000,127.50000000
한국,당뇨병,2006,남자,27.1,korea,37.00000000,127.50000000
한국,당뇨병,2006,여자,18.1,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2006,남자,136.6,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2006,여자,91.6,korea,37.00000000,127.50000000
한국, 고혈압성질환,2006,남자,8.8,korea,37.00000000,127.50000000
한국, 고혈압성질환,2006,여자,9.5,korea,37.00000000,127.50000000
한국, 허혈성심질환,2006,남자,36.4,korea,37.00000000,127.50000000
한국, 허혈성심질환,2006,여자,21.3,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2006,남자,74.1,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2006,여자,48.7,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2006,남자,49.1,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2006,여자,18.4,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2006,남자,30.9,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2006,여자,9.5,korea,37.00000000,127.50000000
한국, 간질환,2006,남자,22.9,korea,37.00000000,127.50000000
한국, 간질환,2006,여자,4.7,korea,37.00000000,127.50000000
한국,사망의 외부요인,2006,남자,81.5,korea,37.00000000,127.50000000
한국,사망의 외부요인,2006,여자,32.9,korea,37.00000000,127.50000000
한국, 운수사고,2006,남자,22.8,korea,37.00000000,127.50000000
한국, 운수사고,2006,여자,7.5,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2006,남자,28.3,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2006,여자,11.9,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2007,남자,14.7,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2007,여자,6.4,korea,37.00000000,127.50000000
한국, 호흡기결핵,2007,남자,8.4,korea,37.00000000,127.50000000
한국, 호흡기결핵,2007,여자,2.4,korea,37.00000000,127.50000000
한국,악성신생물(암),2007,남자,186.6,korea,37.00000000,127.50000000
한국,악성신생물(암),2007,여자,76.9,korea,37.00000000,127.50000000
한국, 위,2007,남자,30.2,korea,37.00000000,127.50000000
한국, 위,2007,여자,11.3,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2007,남자,32.6,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2007,여자,8.6,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2007,남자,47.5,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2007,여자,11.3,korea,37.00000000,127.50000000
한국, 유방,2007,여자,5.4,korea,37.00000000,127.50000000
한국,당뇨병,2007,남자,25.5,korea,37.00000000,127.50000000
한국,당뇨병,2007,여자,16.6,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2007,남자,133.9,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2007,여자,90.0,korea,37.00000000,127.50000000
한국, 고혈압성질환,2007,남자,9.9,korea,37.00000000,127.50000000
한국, 고혈압성질환,2007,여자,10.6,korea,37.00000000,127.50000000
한국, 허혈성심질환,2007,남자,36.1,korea,37.00000000,127.50000000
한국, 허혈성심질환,2007,여자,20.4,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2007,남자,68.4,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2007,여자,45.7,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2007,남자,48.7,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2007,여자,18.7,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2007,남자,29.5,korea,37.00000000,127.50000000
한국,소화기계통의 질환,2007,여자,9.9,korea,37.00000000,127.50000000
한국, 간질환,2007,남자,21.3,korea,37.00000000,127.50000000
한국, 간질환,2007,여자,4.5,korea,37.00000000,127.50000000
한국,사망의 외부요인,2007,남자,79.7,korea,37.00000000,127.50000000
한국,사망의 외부요인,2007,여자,34.1,korea,37.00000000,127.50000000
한국, 운수사고,2007,남자,21.9,korea,37.00000000,127.50000000
한국, 운수사고,2007,여자,6.9,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2007,남자,29.8,korea,37.00000000,127.50000000
한국, 고의적 자해(자살),2007,여자,15.5,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2008,남자,14.5,korea,37.00000000,127.50000000
한국,특정감염성 및 기생충성질환,2008,여자,6.6,korea,37.00000000,127.50000000
한국, 호흡기결핵,2008,남자,8.0,korea,37.00000000,127.50000000
한국, 호흡기결핵,2008,여자,2.4,korea,37.00000000,127.50000000
한국,악성신생물(암),2008,남자,182.4,korea,37.00000000,127.50000000
한국,악성신생물(암),2008,여자,74.6,korea,37.00000000,127.50000000
한국, 위,2008,남자,28.1,korea,37.00000000,127.50000000
한국, 위,2008,여자,10.6,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2008,남자,32.0,korea,37.00000000,127.50000000
한국, 간 및 간내 쓸개관,2008,여자,8.2,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2008,남자,46.7,korea,37.00000000,127.50000000
한국, 기관·기관지 및 폐,2008,여자,11.3,korea,37.00000000,127.50000000
한국, 유방,2008,여자,5.4,korea,37.00000000,127.50000000
한국,당뇨병,2008,남자,22.4,korea,37.00000000,127.50000000
한국,당뇨병,2008,여자,14.4,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2008,남자,123.4,korea,37.00000000,127.50000000
한국,순환기계통의 질환,2008,여자,81.2,korea,37.00000000,127.50000000
한국, 고혈압성질환,2008,남자,8.3,korea,37.00000000,127.50000000
한국, 고혈압성질환,2008,여자,8.7,korea,37.00000000,127.50000000
한국, 허혈성심질환,2008,남자,30.4,korea,37.00000000,127.50000000
한국, 허혈성심질환,2008,여자,16.3,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2008,남자,63.3,korea,37.00000000,127.50000000
한국, 뇌혈관질환,2008,여자,40.5,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2008,남자,48.6,korea,37.00000000,127.50000000
한국,호흡기계통의 질환,2008,여자,19.0,korea,37.00000000,127.50000000
